2021-09-27 00:13:00+00;23;18411AMK-03;10;1.39;0.12;148.8;0.07;0.2;-0.01;762.49;100;1.39;6.78788;5.36523;0.000128583;332.91
2021-09-27 03:19:00+00;23;18411AMK-03;10;5.07;1.8;200.3;1.14;2.6;0.28;762.6;73.08;0.65;8.80141;6.86474;0.000126774;335.1
2021-09-27 06:26:00+00;23;18411AMK-03;10;7.39;3.47;262.2;2.12;4.69;0.43;762.23;68.11;1.89;10.327;7.98799;0.000125568;336.52
2021-09-27 09:32:00+00;23;18411AMK-03;10;8.43;3.43;112;2.21;4.65;0.43;762.13;64.29;2.08;11.0835;8.5415;0.000125041;337.15
2021-09-27 12:39:00+00;23;18411AMK-03;10;6.64;0.37;316.3;0.24;0.46;-0.04;762.21;86.22;4.5;9.81006;7.6085;0.000125934;336.16
2021-09-27 15:45:00+00;23;18411AMK-03;10;1.07;0.19;154.1;0.14;0.24;-0.08;762.38;100;1.07;6.63381;5.24957;0.000128724;332.71
2021-09-27 18:52:00+00;23;18411AMK-03;10;-1.27;0.44;101;0.38;0.47;-0.11;761.5;100;-1.27;5.59818;4.46817;0.000129749;331.23
2021-09-27 21:58:00+00;23;18411AMK-03;10;-2.47;0.54;93.1;0.46;0.65;-0.06;761.12;100;-2.47;5.12493;4.10858;0.00013029;330.48
2021-09-28 01:05:00+00;23;18411AMK-03;10;-3.04;0.3;115.4;0.16;0.42;-0.07;760.48;100;-3.04;4.91284;3.94686;0.000130468;330.12
2021-09-28 04:11:00+00;23;18411AMK-03;10;4.8;1.53;262.3;1;2.04;0.26;759.59;59.23;-2.48;8.63741;6.74336;0.000126404;334.86
2021-09-28 07:18:00+00;23;18411AMK-03;10;10.08;2.06;157.4;1.09;2.95;0.48;758.62;38.92;-3.27;12.3841;9.48824;0.000123656;338
2021-09-28 10:24:00+00;23;18411AMK-03;10;10.45;1.42;325.3;0.92;1.99;0.13;758.16;34.62;-4.5;12.6936;9.71269;0.0001234;338.2
2021-09-28 13:31:00+00;23;18411AMK-03;10;2.68;0.36;65;0.25;0.45;-0.04;758.38;95.31;2.01;7.44147;5.85433;0.000127248;333.71
2021-09-28 16:38:00+00;23;18411AMK-03;10;-1.22;0.27;109.5;0.19;0.39;-0.08;757.75;100;-1.22;5.61863;4.48366;0.000129083;331.27
2021-09-28 19:44:00+00;23;18411AMK-03;10;-2.55;0.33;44.2;0.29;0.37;-0.07;757.09;100;-2.55;5.0946;4.08547;0.000129638;330.43
2021-09-28 22:51:00+00;23;18411AMK-03;10;-3.07;0.21;80.2;0.11;0.33;-0.07;756.69;100;-3.07;4.90181;3.93844;0.000129832;330.1
2021-09-29 01:57:00+00;23;18411AMK-03;10;-1.65;2.22;70.9;1.72;3.11;0.23;755.38;95.15;-2.32;5.44415;4.35131;0.000128893;330.98
2021-09-29 05:04:00+00;23;18411AMK-03;10;7.99;3.28;31.6;1.64;5.07;0.38;754.22;45.07;-3.2;10.7573;8.30309;0.00012395;336.76
2021-09-29 08:10:00+00;23;18411AMK-03;10;10.18;2.23;71.1;0.63;4.21;0.2;752.92;40.04;-2.81;12.4668;9.54823;0.000122673;338.07
2021-09-29 11:17:00+00;23;18411AMK-03;10;9.1;2;125.3;0.72;3.97;0.31;752.66;55.42;0.65;11.5959;8.9152;0.000123154;337.52
2021-09-29 14:23:00+00;23;18411AMK-03;10;6.17;1.97;167.9;1.26;3.05;0.33;752.35;76.65;2.38;9.4975;7.37849;0.000124526;335.82
2021-09-29 17:30:00+00;23;18411AMK-03;10;4.74;1.9;110.1;0.99;2.89;0.25;751.4;87.85;2.9;8.60105;6.71643;0.000125065;334.98
2021-09-29 20:36:00+00;23;18411AMK-03;10;3.85;1.19;199.5;0.78;2.15;0.14;750.93;94.28;3.02;8.08168;6.33114;0.00012542;334.45
2021-09-29 23:43:00+00;23;18411AMK-03;10;2.49;2.06;167.6;1.38;2.82;0.28;750.67;100;2.49;7.34158;5.77972;0.000126043;333.62
2021-09-30 02:49:00+00;23;18411AMK-03;10;2.39;2.14;90.3;1.57;3.34;0.26;750.56;98.17;2.13;7.2896;5.74089;0.000126073;333.54
2021-09-30 05:56:00+00;23;18411AMK-03;10;4.79;2.79;198.9;1.98;3.94;0.36;749.86;78.73;1.41;8.63103;6.73862;0.000124783;334.96
2021-09-30 09:02:00+00;23;18411AMK-03;10;5.83;1.56;143.3;1.15;2.43;0.1;749.47;82.01;3;9.27709;7.21603;0.000124212;335.64
2021-09-30 12:09:00+00;23;18411AMK-03;10;5.05;0.23;175.4;0.16;0.28;-0.09;749.03;94.47;4.24;8.78867;6.85529;0.000124518;335.21
2021-09-30 15:15:00+00;23;18411AMK-03;10;3.33;0.3;161.5;0.2;0.36;-0.11;748.39;100;3.33;7.79117;6.11503;0.000125248;334.15
2021-09-30 18:22:00+00;23;18411AMK-03;10;3.2;0.36;209.3;0.25;0.49;-0.01;747.22;100;3.2;7.71999;6.06201;0.000125115;334.07
2021-09-30 21:28:00+00;23;18411AMK-03;10;3.2;0.88;269.4;0.08;1.43;0.03;746.55;100;3.2;7.71996;6.06199;0.000125002;334.07
2021-10-01 00:35:00+00;23;18411AMK-03;10;2.99;0.6;231.5;0.19;1.46;-0.02;746.51;100;2.99;7.60625;5.97724;0.000125098;333.94
2021-10-01 03:42:00+00;23;18411AMK-03;10;4.57;1.74;303;1.28;2.28;0.19;746.5;99.68;4.53;8.49945;6.64115;0.000124328;334.94
2021-10-01 06:48:00+00;23;18411AMK-03;10;5.97;1.88;263.8;0.33;3.08;-0.13;746.8;76.04;2.07;9.36714;7.28242;0.0001237;335.69
2021-10-01 09:55:00+00;23;18411AMK-03;10;7.71;3.09;264.3;1.46;4.39;-0.34;747.37;51.25;-1.72;10.5541;8.15435;0.000122953;336.63
2021-10-01 13:01:00+00;23;18411AMK-03;10;5.39;0.3;145.5;0.2;0.43;-0.12;748.24;80.42;2.29;8.99866;7.01052;0.000124221;335.35
2021-10-01 16:08:00+00;23;18411AMK-03;10;3.6;0.27;186.4;0.21;0.32;-0.13;748.48;94.9;2.86;7.9408;6.22639;0.000125131;334.29
2021-10-01 19:14:00+00;23;18411AMK-03;10;2.53;1.07;308.9;0.87;1.52;-0.09;748.8;100;2.53;7.3624;5.79527;0.000125708;333.64
2021-10-01 22:21:00+00;23;18411AMK-03;10;1.59;1.06;310.6;0.67;1.49;-0.08;749.76;100;1.59;6.8854;5.43835;0.000126331;333.05
2021-10-02 01:27:00+00;23;18411AMK-03;10;1.38;1.76;283.6;1.43;2.24;-0.3;750.67;100;1.38;6.78268;5.36131;0.000126588;332.91
2021-10-02 04:34:00+00;23;18411AMK-03;10;2.36;0.95;296;0.44;1.4;-0.29;751.87;98.61;2.17;7.27412;5.72931;0.000126309;333.53
2021-10-02 07:40:00+00;23;18411AMK-03;10;3.42;2.2;224.1;1;3.88;-0.43;752.38;82.21;0.67;7.8409;6.15206;0.000125874;334.12
2021-10-02 10:47:00+00;23;18411AMK-03;10;3.03;0.73;134.2;0.32;1.35;-0.04;753.88;97.04;2.6;7.62803;5.99349;0.000126318;333.94
2021-10-02 13:53:00+00;23;18411AMK-03;10;2.41;1.97;191.6;1.64;2.33;0.11;755.19;100;2.41;7.30012;5.74875;0.000126844;333.56
2021-10-02 17:00:00+00;23;18411AMK-03;10;1.57;1;239.7;0.56;1.55;-0.52;756.17;100;1.57;6.87575;5.43112;0.000127425;333.03
2021-10-02 20:06:00+00;23;18411AMK-03;10;1.39;0.92;173.6;0.65;1.4;0.08;757.07;100;1.39;6.78773;5.36511;0.000127666;332.92
2021-10-02 23:13:00+00;23;18411AMK-03;10;1.55;1.63;194.3;1.11;1.98;0.05;757.86;100;1.55;6.86596;5.42379;0.00012772;333.01
2021-10-03 02:19:00+00;23;18411AMK-03;10;1.69;2.32;187.8;1.85;2.79;0.03;758.38;100;1.69;6.93507;5.47559;0.000127739;333.1
2021-10-03 05:26:00+00;23;18411AMK-03;10;3.83;2.74;172.9;1.79;3.9;0.16;758.78;97.59;3.48;8.07061;6.32292;0.000126747;334.45
2021-10-03 08:33:00+00;23;18411AMK-03;10;3.23;1.94;133.2;1.05;2.7;-0.09;759.01;94.46;2.43;7.73674;6.07451;0.000127082;334.06
2021-10-03 11:39:00+00;23;18411AMK-03;10;2.39;0.27;128.6;0.07;0.47;-0.12;759.83;100;2.39;7.28989;5.74111;0.000127636;333.55
2021-10-03 14:46:00+00;23;18411AMK-03;10;0.14;0.31;60.3;0.12;0.62;-0.1;760.48;100;0.14;6.20344;4.92571;0.000128867;332.12
2021-10-03 17:52:00+00;23;18411AMK-03;10;0.13;0.59;57.9;0.47;0.66;-0.13;760.93;100;0.13;6.19896;4.92233;0.000128949;332.12
2021-10-03 20:59:00+00;23;18411AMK-03;10;1;1.15;98.2;0.8;1.46;-0.05;761.4;100;1;6.6005;5.22454;0.000128593;332.67
2021-10-04 00:05:00+00;23;18411AMK-03;10;0.82;1.1;88.4;0.66;1.59;-0.1;762.37;100;0.82;6.51561;5.16074;0.000128848;332.55
2021-10-04 03:12:00+00;23;18411AMK-03;10;2.45;1.74;78.2;1.34;2.46;0.19;762.73;91.61;1.23;7.32113;5.76446;0.000128095;333.54
2021-10-04 06:18:00+00;23;18411AMK-03;10;3.45;0.53;137.4;0.19;0.91;0.14;763.36;68.46;-1.8;7.85786;6.1647;0.000127704;334.07
2021-10-04 09:25:00+00;23;18411AMK-03;10;3.64;3.15;54.6;2.1;4.63;0.41;763.65;84.49;1.28;7.96369;6.24344;0.000127658;334.26
2021-10-04 12:31:00+00;23;18411AMK-03;10;2.82;1.09;22.3;0.56;1.45;0.18;764.74;96.25;2.28;7.51587;5.90986;0.000128249;333.8
2021-10-04 15:38:00+00;23;18411AMK-03;10;0.42;1.37;174.7;0.9;1.83;0.27;765.49;100;0.42;6.33045;5.02141;0.000129578;332.3
2021-10-04 18:44:00+00;23;18411AMK-03;10;-1.19;1.33;132;0.81;2.08;0.16;765.7;100;-1.19;5.63117;4.49317;0.000130426;331.28
2021-10-04 21:51:00+00;23;18411AMK-03;10;-1.86;1.63;110.5;1.16;2.39;0.16;765.51;100;-1.86;5.36096;4.28814;0.000130733;330.86
2021-10-05 00:57:00+00;23;18411AMK-03;10;-2.59;1.59;184.4;1.18;2.21;0.12;765.94;100;-2.59;5.07972;4.07414;0.000131178;330.4
2021-10-05 04:04:00+00;23;18411AMK-03;10;2.7;2.25;159;1.3;3.52;0.47;765.16;66.94;-2.82;7.45225;5.86238;0.00012838;333.59
2021-10-05 07:10:00+00;23;18411AMK-03;10;4.99;3.15;107.7;1;4.91;0.4;764.62;62.86;-1.49;8.75264;6.82866;0.00012715;335
2021-10-05 10:17:00+00;23;18411AMK-03;10;5.48;4.2;251.8;2.97;5.73;0.59;764.13;49.38;-4.27;9.05561;7.05261;0.000126826;335.23
2021-10-05 13:24:00+00;23;18411AMK-03;10;0.8;0.92;14.5;0.61;1.15;0.04;765.54;84.68;-1.48;6.50632;5.15376;0.000129395;332.48
2021-10-05 16:30:00+00;23;18411AMK-03;10;-2.24;0.64;333;0.56;0.73;-0.02;766.49;100;-2.24;5.2129;4.17556;0.000131094;330.62
2021-10-05 19:37:00+00;23;18411AMK-03;10;-3.74;0.34;69.4;0.28;0.43;-0.06;766.62;100;-3.74;4.66319;3.75603;0.000131882;329.68
2021-10-05 22:43:00+00;23;18411AMK-03;10;-5.43;0.35;317.5;0.26;0.4;-0.11;766.61;100;-5.43;4.10606;3.32816;0.00013275;328.61
2021-10-06 01:50:00+00;23;18411AMK-03;10;-5.08;0.23;114.3;0.12;0.39;-0.07;766.71;100;-5.08;4.21632;3.41307;0.000132586;328.84
2021-10-06 04:56:00+00;23;18411AMK-03;10;2.84;1.22;34.1;0.93;1.55;0.07;766.05;41.6;-8.92;7.52656;5.91784;0.00012846;333.56
2021-10-06 08:03:00+00;23;18411AMK-03;10;5.71;2.73;321.7;1.91;4.04;0.35;764.6;46.1;-4.98;9.20102;7.15994;0.000126791;335.35
2021-10-06 11:09:00+00;23;18411AMK-03;10;5.3;1.31;299.6;0.79;2.19;0.06;764.24;58.23;-2.24;8.94325;6.9696;0.000126933;335.16
2021-10-06 14:16:00+00;23;18411AMK-03;10;3.19;0.46;198.2;0.28;0.89;-0.16;764.24;72.8;-1.22;7.7151;6.05839;0.000127981;333.92
2021-10-06 17:22:00+00;23;18411AMK-03;10;2.91;0.62;154;0.18;1.06;-0.05;763.29;74.43;-1.18;7.56386;5.94566;0.00012796;333.76
2021-10-06 20:29:00+00;23;18411AMK-03;10;3.35;0.66;204.2;0.19;1.11;-0.16;762.32;78.14;-0.09;7.80263;6.12359;0.000127579;334.05
2021-10-06 23:35:00+00;23;18411AMK-03;10;3.25;0.92;206.2;0.24;1.53;-0.21;761.29;86.68;1.25;7.74775;6.08271;0.000127455;334.03
2021-10-07 02:42:00+00;23;18411AMK-03;10;3.49;2.05;236.2;0.76;4.16;-0.39;760.68;89.06;1.86;7.87995;6.18113;0.000127234;334.19
2021-10-07 05:48:00+00;23;18411AMK-03;10;8.27;1.88;236.8;0.53;3.49;-0.21;758.69;69.23;2.96;10.9638;8.4541;0.000124552;337.09
2021-10-07 08:56:00+00;23;18411AMK-03;10;8;1.96;235.9;1.12;3.58;-0.17;758.22;75.21;3.89;10.7648;8.30858;0.000124606;336.96
2021-10-07 12:01:00+00;23;18411AMK-03;10;6.72;0.43;218;0.27;0.6;-0.06;758.74;92.06;5.52;9.86393;7.6481;0.000125319;336.25
2021-10-07 15:08:00+00;23;18411AMK-03;10;6.07;1.95;281.9;1.16;2.74;-0.16;759.86;94.08;5.19;9.43254;7.33064;0.000125824;335.85
2021-10-07 18:14:00+00;23;18411AMK-03;10;5.98;1.74;286.8;1.09;2.61;-0.05;760.28;93.63;5.04;9.37415;7.28761;0.000125938;335.79
2021-10-07 21:21:00+00;23;18411AMK-03;10;6.02;1.54;290.3;0.64;2.17;-0.12;760.29;94.79;5.25;9.40007;7.30671;0.00012592;335.82
2021-10-08 00:28:00+00;23;18411AMK-03;10;5.65;0.7;246.8;0.24;1.32;-0.04;760.24;96.77;5.17;9.16272;7.13168;0.000126094;335.59
2021-10-08 03:34:00+00;23;18411AMK-03;10;6.03;1.85;201.7;0.35;3.99;-0.39;759.91;93.75;5.1;9.40654;7.31148;0.000125852;335.82
2021-10-08 06:41:00+00;23;18411AMK-03;10;7.82;3.38;190.9;1;5.84;-0.13;758.22;84.68;5.41;10.6339;8.21279;0.000124694;336.91
2021-10-08 09:47:00+00;23;18411AMK-03;10;9.87;2.4;221.2;0.96;4.11;-0.49;756.64;76.65;5.96;12.2113;9.36279;0.000123434;338.15
2021-10-08 12:54:00+00;23;18411AMK-03;10;9.7;1;187.3;0.43;2.33;-0.06;756.18;78.11;6.07;12.073;9.26234;0.000123441;338.05
2021-10-08 16:00:00+00;23;18411AMK-03;10;8.43;0.61;180.3;0.31;1.23;-0.14;755.12;79.96;5.17;11.0832;8.54125;0.000123884;337.26
2021-10-08 19:07:00+00;23;18411AMK-03;10;7.47;2.42;182.7;1.62;3.53;-0.33;753.48;79.87;4.23;10.3831;8.02913;0.000124081;336.66
2021-10-08 22:13:00+00;23;18411AMK-03;10;5.55;1.73;177.5;0.72;3.84;-0.22;751.79;87.48;3.64;9.09916;7.08475;0.000124735;335.49
2021-10-09 01:20:00+00;23;18411AMK-03;10;5.22;2.49;206.3;0.85;5;-0.23;750.89;80.25;2.1;8.8932;6.93259;0.000124745;335.24
2021-10-09 04:26:00+00;23;18411AMK-03;10;7.26;3.55;230.2;1.01;7.5;-0.74;750.3;57.54;-0.56;10.2352;7.92065;0.000123656;336.39
2021-10-09 07:33:00+00;23;18411AMK-03;10;9.08;2.41;224.1;0.23;4.14;-0.31;750.32;64.99;2.85;11.5802;8.90374;0.000122778;337.58
2021-10-09 10:39:00+00;23;18411AMK-03;10;7.38;1.98;243.7;0.3;4.58;-0.05;752.34;75.89;3.41;10.3195;7.98248;0.000123936;336.58
2021-10-09 13:46:00+00;23;18411AMK-03;10;4.99;0.4;171;0.14;0.93;-0.16;754.37;79.2;1.69;8.75226;6.82836;0.000125439;335.09
2021-10-09 16:52:00+00;23;18411AMK-03;10;3.91;1.04;165.9;0.52;1.49;-0.08;754.39;82.77;1.25;8.11592;6.35658;0.000125971;334.43
2021-10-09 19:59:00+00;23;18411AMK-03;10;1.2;0.66;204.2;0.29;1.08;-0.13;754.49;97.86;0.9;6.6958;5.29611;0.000127323;332.79
2021-10-09 23:05:00+00;23;18411AMK-03;10;1.22;0.41;189.8;0.2;0.72;-0.2;753.35;92.83;0.19;6.70538;5.30331;0.000127121;332.78
2021-10-10 02:12:00+00;23;18411AMK-03;10;1.33;0.42;201.5;0.2;0.68;-0.07;753;89.61;-0.19;6.75848;5.34316;0.000127007;332.83
2021-10-10 05:19:00+00;23;18411AMK-03;10;4.54;1.53;248.5;0.62;2.37;-0.21;752.85;71.02;-0.26;8.48189;6.62815;0.000125405;334.76
2021-10-10 08:25:00+00;23;18411AMK-03;10;4.67;2.46;306.5;1.82;3.04;0.05;754.3;79.25;1.39;8.55927;6.68548;0.000125584;334.89
2021-10-10 11:32:00+00;23;18411AMK-03;10;3.63;1.96;319.1;1.5;2.96;0.1;755.38;69.15;-1.5;7.95781;6.23905;0.000126275;334.18
2021-10-10 14:38:00+00;23;18411AMK-03;10;-0.38;1.88;332.9;1;2.63;0.26;757.85;76.72;-3.96;5.97372;4.75234;0.00012868;331.71
2021-10-10 17:45:00+00;23;18411AMK-03;10;-3.26;0.53;317.7;0.41;0.64;-0.05;759.28;100;-3.26;4.83306;3.88593;0.000130373;329.98
2021-10-10 20:51:00+00;23;18411AMK-03;10;-6.07;0.59;100.6;0.51;0.7;-0.07;760.78;100;-6.07;3.91095;3.17761;0.000132066;328.21
2021-10-10 23:58:00+00;23;18411AMK-03;10;-7.25;0.36;128.7;0.34;0.39;-0.05;762.18;100;-7.25;3.57291;2.91584;0.000132919;327.47
2021-10-11 03:04:00+00;23;18411AMK-03;10;-4.08;0.78;329.5;0.56;0.99;0.09;762.22;56.25;-11.49;4.54591;3.66619;0.000131297;329.33
2021-10-11 09:11:00+00;23;18411AMK-03;10;2;2.1;328.7;1.16;3.02;0.23;762.19;40.14;-10.13;7.09037;5.5919;0.000128228;333.04
2021-10-11 09:17:00+00;23;18411AMK-03;10;2.01;3.16;306.6;1.87;4.07;0.6;762.19;41.63;-9.66;7.09543;5.59568;0.000128223;333.05
2021-10-11 12:24:00+00;23;18411AMK-03;10;-2.1;0.32;100.9;0.25;0.43;-0.1;763.57;85.09;-4.27;5.26697;4.21668;0.000130522;330.66
2021-10-11 15:30:00+00;23;18411AMK-03;10;-5.9;0.24;124.2;0.07;0.4;-0.1;764.77;99.5;-5.97;3.96199;3.21704;0.000132673;328.31
2021-10-11 18:37:00+00;23;18411AMK-03;10;-6.26;0.79;135.5;0.4;1.15;-0.06;764.76;100;-6.26;3.85473;3.13416;0.000132857;328.09
2021-10-11 21:43:00+00;23;18411AMK-03;10;-5.72;0.47;231.1;0.1;0.72;-0.06;764.72;99.67;-5.77;4.01661;3.25919;0.000132571;328.43
2021-10-12 00:50:00+00;23;18411AMK-03;10;-4.74;0.08;200.4;0.05;0.13;-0.07;765.1;95.92;-5.29;4.32591;3.49735;0.000132133;329.04
2021-10-12 03:56:00+00;23;18411AMK-03;10;-2;1.36;319.3;0.83;1.97;-0;765.32;74.29;-5.95;5.30597;4.24634;0.000130772;330.69
2021-10-12 07:03:00+00;23;18411AMK-03;10;1.03;2.08;330.4;1.38;3.21;0.32;765.21;60.68;-5.71;6.61485;5.23533;0.000129224;332.53
2021-10-12 10:09:00+00;23;18411AMK-03;10;1.76;0.61;258.4;0.22;1.19;-0.16;766.01;46.57;-8.46;6.97007;5.50182;0.000128993;332.92
2021-10-12 13:16:00+00;23;18411AMK-03;10;-0.69;0.27;174.4;0.14;0.47;-0.03;766.91;71.58;-5.18;5.84065;4.65177;0.000130379;331.5
2021-10-12 16:23:00+00;23;18411AMK-03;10;-1.95;0.17;161.1;0.03;0.34;-0.11;768.23;76.01;-5.6;5.32562;4.26128;0.000131245;330.73
2021-10-12 19:29:00+00;23;18411AMK-03;10;-0.93;0.56;86.7;0.16;1.03;-0.01;768.51;67.55;-6.17;5.7393;4.57508;0.000130774;331.33
2021-10-12 22:36:00+00;23;18411AMK-03;10;-1.43;0.19;157.5;0.05;0.3;-0.12;769.34;69.32;-6.31;5.53311;4.41883;0.00013117;331.02
2021-10-13 01:42:00+00;23;18411AMK-03;10;-1.26;0.63;175.7;0.4;0.95;-0.1;770.19;58.08;-8.44;5.60249;4.47144;0.000131229;331.09
2021-10-13 04:49:00+00;23;18411AMK-03;10;2.28;1.74;129.5;1.06;3.05;0.07;770.2;46.02;-8.13;7.23342;5.69891;0.00012944;333.24
2021-10-13 07:55:00+00;23;18411AMK-03;10;2.29;1.97;137.9;0.44;4.14;-0.02;770.25;48.31;-7.5;7.23857;5.70276;0.000129443;333.25
2021-10-13 11:02:00+00;23;18411AMK-03;10;2.06;2.14;149.3;1.29;2.86;-0.02;770.64;52.08;-6.74;7.12101;5.61484;0.000129624;333.12
2021-10-13 14:08:00+00;23;18411AMK-03;10;1.73;1.44;136;0.7;1.91;-0.07;771.07;54.82;-6.38;6.9553;5.49076;0.000129863;332.93
2021-10-13 17:15:00+00;23;18411AMK-03;10;1.62;1.17;109.7;0.61;1.78;0.23;771.17;55.51;-6.32;6.90082;5.44994;0.000129936;332.87
2021-10-13 20:21:00+00;23;18411AMK-03;10;0.66;0.8;108.1;0.61;1.12;0.03;771.27;63.57;-5.45;6.44119;5.10478;0.000130438;332.3
2021-10-13 23:28:00+00;23;18411AMK-03;10;0.56;0.84;122.1;0.66;1.12;-0.02;771.57;65.95;-5.06;6.39492;5.06995;0.000130539;332.25
2021-10-14 02:34:00+00;23;18411AMK-03;10;1.23;1.51;168.8;0.77;2.75;0.04;771.91;64.95;-4.63;6.71073;5.30734;0.000130258;332.66
2021-10-14 05:41:00+00;23;18411AMK-03;10;3.79;1.13;149.2;0.38;1.87;-0.29;772.04;69.38;-1.29;8.04842;6.30644;0.000128991;334.28
2021-10-14 08:47:00+00;23;18411AMK-03;10;5.4;1.66;116.6;1.02;2.54;0.14;771.57;76.41;1.59;9.00581;7.01583;0.000128106;335.32
2021-10-14 11:54:00+00;23;18411AMK-03;10;5.07;1.15;129.9;0.59;1.79;-0.22;771.79;86.57;3.02;8.80176;6.86501;0.000128308;335.17
2021-10-14 15:00:00+00;23;18411AMK-03;10;4.84;0.19;196.5;0.06;0.37;-0.07;772.05;88.01;3.03;8.66198;6.76157;0.000128466;335.03
2021-10-14 18:07:00+00;23;18411AMK-03;10;4.63;1.29;178.5;0.5;2.6;-0.21;771.93;94.67;3.85;8.53605;6.66831;0.000128551;334.93
2021-10-14 21:14:00+00;23;18411AMK-03;10;4.69;0.35;257.8;0.09;0.56;-0.07;771.53;98.56;4.48;8.57185;6.69483;0.000128455;334.99
2021-10-15 00:20:00+00;23;18411AMK-03;10;4.68;0.89;172.2;0.33;1.8;-0.02;771.22;100;4.68;8.56586;6.69039;0.000128408;334.99
2021-10-15 03:27:00+00;23;18411AMK-03;10;5.9;1.66;199.6;0.61;2.65;-0.32;771.4;91.13;4.57;9.32295;7.24988;0.000127829;335.72
2021-10-15 06:33:00+00;23;18411AMK-03;10;10.01;2.57;178.7;1.56;4.28;0.05;770.54;61.09;2.86;12.3269;9.44677;0.000125646;338.12
2021-10-15 09:40:00+00;23;18411AMK-03;10;12.49;1.61;261.4;0.97;2.43;-0.23;769.97;53.05;3.18;14.5266;11.0358;0.000124327;339.6
2021-10-15 12:46:00+00;23;18411AMK-03;10;6.02;0.45;142.5;0.27;0.6;-0.05;769.1;93.82;5.1;9.40042;7.30699;0.000127386;335.81
2021-10-15 15:53:00+00;23;18411AMK-03;10;4.91;1.28;162.2;0.48;1.77;-0.12;768.97;100;4.91;8.7042;6.79282;0.000127917;335.14
2021-10-15 18:59:00+00;23;18411AMK-03;10;1.59;0.48;200.1;0.27;0.73;-0.14;768.25;100;1.59;6.88595;5.43878;0.000129457;333.04
2021-10-15 22:06:00+00;23;18411AMK-03;10;0.29;0.43;167.5;0.12;0.62;-0.17;767.73;100;0.29;6.27132;4.97688;0.000130024;332.21
2021-10-16 01:12:00+00;23;18411AMK-03;10;0.26;0.57;170.3;0.24;1.56;-0.15;766.92;100;0.26;6.25771;4.96662;0.000129901;332.2
2021-10-16 04:19:00+00;23;18411AMK-03;10;5.1;1.25;213.5;0.56;1.83;-0.29;766.09;66.63;-0.59;8.81992;6.87843;0.000127341;335.09
2021-10-16 07:25:00+00;23;18411AMK-03;10;11.88;1.61;182.5;1.02;2.22;-0.24;764.59;48.73;1.43;13.9554;10.6246;0.000123751;339.19
2021-10-16 10:32:00+00;23;18411AMK-03;10;11.72;0.46;205.1;0.23;0.74;-0.09;763.23;56.81;3.43;13.8089;10.5189;0.000123608;339.16
2021-10-16 13:38:00+00;23;18411AMK-03;10;2.7;0.38;115.3;0.34;0.41;-0.1;763.31;100;2.7;7.45219;5.86233;0.000128068;333.74
2021-10-16 16:45:00+00;23;18411AMK-03;10;-0.49;0.19;83.3;0.16;0.22;-0.12;763.42;100;-0.49;5.92625;4.71648;0.000129684;331.73
2021-10-16 19:51:00+00;23;18411AMK-03;10;-2.18;0.14;97;0.1;0.17;-0.08;763.01;100;-2.18;5.23596;4.1931;0.000130467;330.66
2021-10-16 22:58:00+00;23;18411AMK-03;10;-3.35;0.33;94.8;0.31;0.35;-0.09;762.63;100;-3.35;4.80084;3.86131;0.000130996;329.93
2021-10-17 02:04:00+00;23;18411AMK-03;10;-2.98;0.25;48.6;0.18;0.32;-0.13;762.38;100;-2.98;4.93483;3.96364;0.000130765;330.16
2021-10-17 05:11:00+00;23;18411AMK-03;10;7.76;1;184.9;0.29;1.79;-0.11;761.58;51.43;-1.62;10.5907;8.18119;0.000125279;336.66
2021-10-17 08:18:00+00;23;18411AMK-03;10;12.07;1.35;218.5;0.95;1.9;-0.24;760.16;40.48;-0.96;14.1308;10.7509;0.000122937;339.24
2021-10-17 11:24:00+00;23;18411AMK-03;10;6.5;0.63;131.9;0.44;0.77;-0.09;759.4;85.64;4.27;9.71602;7.53934;0.000125536;336.07
2021-10-17 14:31:00+00;23;18411AMK-03;10;0.67;0.4;109.1;0.35;0.44;-0.09;759.53;100;0.67;6.44551;5.10801;0.000128441;332.46
2021-10-17 17:37:00+00;23;18411AMK-03;10;-1.08;0.27;179.3;0.12;0.48;-0.09;759.51;100;-1.08;5.67652;4.52753;0.000129313;331.35
2021-10-17 20:44:00+00;23;18411AMK-03;10;-0.33;0.89;218.4;0.41;1.11;-0.06;758.99;100;-0.33;5.99549;4.76879;0.000128849;331.83
2021-10-17 23:50:00+00;23;18411AMK-03;10;2.1;1.31;172.5;0.95;1.76;-0.07;758.46;100;2.1;7.14097;5.62975;0.000127549;333.37
2021-10-18 02:57:00+00;23;18411AMK-03;10;2.32;0.9;187.3;0.48;1.49;-0.17;758.34;99.06;2.19;7.25366;5.71403;0.000127419;333.5
2021-10-18 06:03:00+00;23;18411AMK-03;10;7.04;0.78;251.7;0.26;1.64;-0.12;758.19;70;1.94;10.0826;7.80875;0.000125071;336.32
2021-10-18 09:10:00+00;23;18411AMK-03;10;10.14;0.48;185.4;0.12;0.83;-0.05;758.18;61.86;3.16;12.4338;9.52432;0.000123555;338.21
2021-10-18 12:16:00+00;23;18411AMK-03;10;5.4;0.59;113.5;0.22;0.94;0;758.28;82.41;2.65;9.0053;7.01543;0.00012589;335.36
2021-10-18 15:23:00+00;23;18411AMK-03;10;2.55;0.62;131.7;0.52;0.71;-0.11;758.84;94.72;1.79;7.37317;5.80333;0.00012739;333.62
